label,polar,subjective,year,month,day,in_between,keyword_score,1stperson_score
0,-0.790625,0.95,2020,3,22,2,0,2
0,-0.288333333,0.48,2020,3,11,11,0,4
0,0,0,2020,3,11,0,0,0
0,0,0,2020,2,19,21,0,2
0,0.05,0.5,2020,2,16,3,0,3
0,0,0,2020,2,9,7,1,2
0,-0.233333333,0.466666667,2020,1,26,14,0,1
0,0,0,2020,1,15,11,0,0
0,0,0,2020,1,2,13,0,2
0,0,0,2019,12,16,17,0,1
0,0.15,0.525,2019,12,8,8,0,1
0,-0.049166667,0.599166667,2019,12,2,6,0,4
0,0.5,0.694444444,2019,11,27,5,0,1
0,0.1,0.35,2019,11,13,14,0,1
0,-0.25,0.5,2019,10,28,16,0,1
0,0,0,2019,10,26,2,0,0
0,0.3125,0.2,2019,10,19,7,0,3
0,0.1,0.6,2019,10,18,1,0,1
0,0.25,0.3625,2019,10,14,4,0,4
0,0,0,2019,10,11,3,0,1
0,-0.7,1,2019,9,30,11,0,0
0,0.1,0.4,2019,9,19,11,0,3
0,0,0.875,2019,9,18,1,0,0
0,-0.056818182,0.727272727,2019,9,6,12,0,0
0,0.464814815,0.646296296,2019,9,3,3,0,0
0,0.22,0.566666667,2019,8,25,9,0,1
0,0.136363636,0.454545455,2019,8,6,19,0,1
0,0.05,0.5,2019,8,4,2,0,3
0,0.6,1,2019,7,29,6,0,0
0,0.25,1,2019,7,29,0,0,0
0,0.333333333,0.833333333,2019,7,25,4,0,0
0,0,0,2019,7,16,9,0,0
0,0,0,2019,7,11,5,0,0
0,0,0,2019,7,8,3,0,0
0,0,0,2019,6,3,35,0,0
0,0,0,2019,5,25,9,0,0
0,0.366666667,0.655555556,2019,5,25,0,0,3
0,0.1,0.2,2019,5,24,1,0,0
0,0.2,0.2,2019,5,24,0,0,0
0,0,0,2019,5,19,5,0,1
0,0.6,1,2019,5,18,1,0,1
0,0,0,2019,5,16,2,0,1
0,0,0,2019,5,12,4,0,0
0,0,0.066666667,2019,5,5,7,0,0
0,-0.75,1,2019,5,4,1,0,0
0,0,0.5,2019,5,2,2,0,1
0,0.2,0.3,2019,4,29,3,0,0
0,0.133333333,0.666666667,2019,4,27,2,0,0
0,-0.5,1,2019,4,26,1,0,1
0,0.5,0.6,2019,4,24,2,0,0
0,0,0,2019,4,21,3,0,1
0,0.65,0.75,2019,4,18,3,0,0
0,-0.5,1,2019,4,10,8,0,1
0,0.2,0.2,2019,4,7,3,0,1
0,0,0,2019,4,7,0,0,1
0,0.25,0.2,2019,4,7,0,0,1
0,0,0,2019,4,3,4,0,0
0,0,0,2019,3,26,8,0,0
0,0,0,2019,3,23,3,0,1
0,0,0.25,2019,3,20,3,0,2
0,0,0,2019,3,14,6,0,0
0,-0.333333333,0.522222222,2019,3,13,1,0,0
0,0.8,0.7,2019,3,4,9,0,1
0,-0.4,0.4,2019,3,1,3,0,0
0,-0.5,1,2019,2,26,3,0,1
0,-0.05,0.7,2019,2,25,1,0,1
0,0,0,2019,2,18,7,0,2
0,-0.5,0.9,2019,2,14,4,0,1
0,0.3,0.1,2019,2,7,7,0,0
0,0,0,2019,1,15,23,0,1
0,0,0.95,2019,1,8,7,0,2
0,0,0,2019,1,7,1,0,2
0,0,0,2019,1,6,1,0,0
0,0.5,0.5,2019,1,3,3,0,1
0,0,0,2019,1,3,0,0,1
0,0.136363636,0.454545455,2018,12,31,3,0,0
0,0.136363636,0.5,2018,12,31,0,0,1
0,-0.166666667,0.8,2018,12,30,1,0,1
0,0,0,2018,12,29,1,0,1
0,-0.8,0.9,2018,12,24,5,0,0
0,0,0,2018,12,22,2,0,1
0,0,0,2018,12,10,12,0,3
0,0.2,0.1,2018,12,4,6,0,1
0,0.5,0.5,2018,12,4,0,0,2
0,0,0,2018,12,4,0,0,1
0,0,1,2018,11,23,11,0,1
0,0.208333333,0.75,2018,11,20,3,0,1
0,-0.2,0.6,2018,11,13,7,0,0
0,0,0,2018,10,19,25,0,1
0,0,0,2018,10,8,11,0,1
0,0,0,2018,10,6,2,0,0
0,0,0,2018,10,2,4,0,0
0,0,0,2018,9,18,14,0,0
0,0,0,2018,9,15,3,0,0
0,0,0,2018,9,14,1,0,1
0,0,1,2018,9,8,6,0,2
0,0,0,2018,9,7,1,0,0
0,0,0,2018,9,7,0,0,0
0,0.3,0.8,2018,8,31,7,0,1
0,0,0,2018,8,22,9,0,1
0,0,0,2018,8,22,0,0,0
0,0,0,2018,8,20,2,0,0
0,-0.625,1,2018,8,19,1,0,2
0,0.5,0.925,2018,8,19,0,0,2
0,0,0,2018,8,18,1,0,1
0,0,0,2018,8,12,6,0,1
0,0.25,0.85,2018,8,11,1,0,0
0,0,0,2018,8,9,2,0,0
0,-0.5,1,2018,8,9,0,0,1
0,-0.5,1,2018,8,8,1,0,0
0,0,0,2018,8,7,1,0,0
0,0,0,2018,8,6,1,0,0
0,0,0,2018,7,24,13,0,1
0,-0.038095238,0.378571429,2018,7,23,1,0,1
0,0.2,0.2,2018,7,15,8,0,0
0,-0.025,0.125,2018,7,15,0,0,0
0,0,0,2018,7,13,2,0,0
0,0,0,2018,7,8,5,0,0
0,0,0,2018,7,7,1,0,1
0,0.925,1,2018,7,2,5,0,1
0,0,0.5,2018,6,27,5,0,1
0,0,0,2018,6,27,0,0,0
0,-0.155555556,0.288888889,2018,6,21,6,0,1
0,0,0,2018,6,15,6,0,2
0,-0.383333333,0.433333333,2018,6,2,13,0,1
0,0.305871212,0.518181818,2018,6,1,1,0,0
0,-0.6,0.8,2018,5,24,8,0,0
0,-0.2,0.6,2018,5,24,0,0,0
0,0,0,2018,5,21,3,0,0
0,-0.225,1,2018,5,15,6,0,0
0,-0.3,0.488888889,2018,5,4,11,0,3
0,1,0.3,2018,5,2,2,0,3
0,0,0,2018,4,30,2,0,2
0,0.25,0.6,2018,4,30,0,0,1
0,0,0.3,2018,4,26,4,0,2
0,0,0,2018,4,24,2,0,3
0,0,0,2018,4,23,1,0,0
0,0.7,0.6,2018,4,20,3,0,1
0,0,0,2018,4,16,4,0,1
0,0.25,0.85,2018,4,15,1,0,2
0,0.2,0.2,2018,4,12,3,0,0
0,0,0,2018,4,3,9,0,0
0,0,0.4,2018,3,29,5,0,1
0,0,0,2018,3,23,6,0,0
0,-0.15,0.7,2018,3,17,6,0,1
0,0.201851852,0.788888889,2018,3,16,1,0,1
0,0.7,0.8,2018,3,16,0,0,0
0,0,0,2018,3,14,2,0,1
0,0.266666667,0.666666667,2018,3,10,4,0,0
0,0,0,2018,3,10,0,0,0
0,0,1,2018,3,10,0,0,1
0,-0.504166667,0.895833333,2018,3,7,3,0,0
0,0.053333333,0.846666667,2018,3,4,3,0,0
0,-0.5,1,2018,3,4,0,0,1
0,0.8,0.75,2018,3,3,1,0,1
0,0,0,2018,2,28,3,0,0
0,0,0,2018,2,27,1,0,1
0,0.5,0.5,2018,2,22,5,0,3
0,0,0,2018,2,13,9,0,0
0,-0.170833333,0.495833333,2018,1,27,17,0,3
0,0,0,2018,1,22,5,0,1
0,0,0.55,2018,1,14,8,0,0
0,0,0,2018,1,13,1,0,0
0,0.233333333,0.644444444,2018,1,2,11,0,3
0,-0.1,0,2017,12,22,11,0,0
0,0.4,0.85,2017,12,2,20,0,1
0,0,0,2017,11,29,3,0,2
0,0.1,0.6,2017,11,26,3,0,1
0,0,0,2017,11,14,12,0,0
0,0.1,0.4625,2017,11,10,4,0,1
0,0,0,2017,11,9,1,0,0
0,0,0,2017,11,4,5,0,1
0,-0.433333333,0.6,2017,10,27,8,0,2
0,-0.4,0.825,2017,10,25,2,0,1
0,0,0,2017,10,25,0,0,1
0,0.2,0.4,2017,10,23,2,0,1
0,0,0,2017,10,15,8,0,0
0,0,0,2017,9,29,16,0,2
0,0.366666667,0.7,2017,9,25,4,0,1
0,0,0,2017,9,6,19,0,0
0,-0.154761905,0.396825397,2017,8,31,6,0,0
0,1,0.3,2017,8,22,9,0,3
0,0,0,2017,8,21,1,0,1
0,0,0,2017,8,8,13,0,2
0,0,0,2017,8,7,1,0,1
0,0.35,0.65,2017,8,5,2,0,1
0,0,0,2017,8,1,4,0,3
0,-0.145833333,0.270833333,2017,7,28,4,0,1
0,0,1,2017,7,23,5,0,1
0,-0.055555556,0.144444444,2017,7,10,13,0,1
0,0.068181818,0.727272727,2017,6,25,15,0,3
0,0,0,2017,6,24,1,0,2
0,0,0,2017,6,23,1,0,0
0,0,0,2017,6,20,3,0,0
0,-0.4,0.7,2017,6,3,17,0,1
0,-0.442857143,0.731428571,2017,6,2,1,0,1
0,0,0.228571429,2017,5,16,17,0,1
0,0,0,2017,5,8,8,0,1
0,0,0,2017,5,3,5,0,4
0,-0.05,0.8875,2017,5,2,1,0,1
0,0,0,2017,4,30,2,0,2
0,0.575,0.833333333,2017,4,30,0,0,1
0,0.8,1,2017,4,27,3,0,2
0,0.5,0.6,2017,4,24,3,0,0
0,0.6,0.9,2017,4,19,5,0,1
0,0,0,2017,4,15,4,0,0
0,0.2,0.2,2017,4,4,11,0,1
0,0,0,2017,4,2,2,0,0
0,0,0,2017,3,23,10,0,0
0,0,0,2017,2,12,39,0,0
0,-0.0375,0.6875,2017,2,2,10,0,0
0,0,0,2017,2,1,1,0,1
0,-0.6,0.9,2017,1,27,5,0,1
0,0,0,2017,1,19,8,0,1
0,0,0,2016,12,30,20,0,0
0,0,1,2016,11,11,49,0,1
0,0,0,2016,11,9,2,0,0
0,0.7,0.9,2016,11,8,1,0,1
0,0.15,0.45,2016,11,6,2,0,0
0,-0.775,0.95,2016,10,21,16,0,0
0,0,1,2016,10,18,3,0,3
0,0.7,0.2,2016,10,8,10,0,0
0,0.25,1,2016,10,6,2,0,2
0,0.6,0.9,2016,9,28,8,0,0
0,-0.6,0.9,2016,9,23,5,0,0
0,0,0,2016,8,29,25,0,0
0,-0.8,0.9,2016,8,20,9,0,1
0,-0.6,0.9,2016,8,6,14,0,0
0,0,0.5,2016,8,6,0,0,2
0,0,0,2016,7,24,13,0,0
0,0,0,2016,7,18,6,0,0
0,0,0,2016,7,16,2,0,0
0,0.167424242,0.421969697,2016,7,1,15,0,0
0,0,0,2016,6,17,14,0,1
0,0.5,0.6,2016,6,13,4,0,0
0,0,0,2016,5,29,15,0,0
0,0.266666667,0.266666667,2016,5,13,16,0,0
0,0,0,2016,5,6,7,0,0
0,0,0,2016,5,5,1,0,0
0,0.2,0.2,2016,4,26,9,0,0
0,-0.216666667,0.216666667,2016,4,25,1,0,1
0,0.2,0.54,2016,4,22,3,0,1
0,0,0,2016,4,10,12,0,0
0,0,0.5,2016,4,8,2,0,0
0,0.333333333,1,2016,3,31,8,0,0
0,0,0,2016,3,29,2,0,0
0,-0.195833333,0.270833333,2016,3,18,11,0,0
0,-0.892857143,0.857142857,2016,3,14,4,0,0
0,-0.133333333,0.9,2016,2,15,28,0,0
0,0.6,0.9,2016,2,13,2,0,0
0,-0.6,0.8,2016,2,3,10,0,0
0,-0.1,0.5,2016,1,18,16,0,0
0,0,0,2016,1,12,6,0,0
0,-0.8,1,2015,11,10,63,0,1
0,0.375,0.75,2015,10,26,15,0,2
0,0,0,2015,10,18,8,0,1
0,0,0,2015,10,18,0,0,1
0,0,0,2015,10,12,6,0,1
0,-0.125,0.125,2015,10,7,5,0,2
0,0,0,2015,10,2,5,0,0
0,0,0,2015,9,12,20,0,2
0,-0.8,1,2015,9,11,1,0,1
0,0,0,2015,8,11,31,0,0
0,0,0,2015,8,6,5,0,0
0,0,0,2015,8,4,2,0,0
0,-0.7,1,2015,7,6,29,0,0
0,0.178571429,0.567857143,2015,5,9,58,0,0
0,0,0,2015,5,2,7,0,0
0,0.625,0.5,2015,5,1,1,0,0
0,1,1,2015,4,30,1,0,1
0,0,0,2015,4,26,4,0,1
0,0.2,0.2,2015,4,24,2,0,0
0,0.5,0.6,2015,4,23,1,0,0
0,0,0,2015,4,22,1,0,0
0,0,0,2015,4,22,0,0,2
0,-0.231818182,0.627272727,2015,4,21,1,0,1
0,0.266666667,0.541666667,2015,4,19,2,0,1
0,0.2,0.2,2015,4,18,1,0,0
0,0,1,2015,4,17,1,0,0
0,-0.3,0.7,2015,4,14,3,0,0
0,0,0,2015,4,14,0,0,1
0,0,0,2015,4,6,8,0,1
0,0,0,2015,4,3,3,0,0
0,0,0,2015,3,31,3,0,1
0,-0.1,0.5,2015,3,30,1,0,0
0,0,0,2015,3,26,4,0,2
0,0,0,2015,3,21,5,0,0
0,0.5,0.6,2015,3,21,0,0,0
0,0,0,2015,3,3,18,0,0
0,-0.75,0.95,2015,2,28,3,0,1
0,0.8,1,2015,2,1,27,0,0
0,-0.4,0.6,2015,1,22,10,0,1
0,0.343181818,0.602272727,2015,1,16,6,0,1
0,0.8,0.75,2015,1,15,1,0,0
0,0.05,0.1,2015,1,14,1,0,0
0,0.323484848,0.484848485,2015,1,1,13,0,1
0,-0.1875,0.5,2014,12,16,16,0,0
0,0,0,2014,12,11,5,0,0
0,0.3125,0.5,2014,10,26,46,0,1
0,0.366666667,0.566666667,2014,10,23,3,0,2
0,-0.053571429,0.506845238,2014,10,23,0,0,1
0,0,0,2014,10,22,1,0,1
0,-0.444444444,0.722222222,2014,10,19,3,0,2
0,0,0,2014,10,18,1,0,2
0,0,0,2014,10,4,14,0,1
0,0.2,0.2,2014,9,12,22,0,0
0,0,0,2014,9,6,6,0,0
0,0,0,2014,9,5,1,0,1
0,0,0.533333333,2014,9,4,1,0,2
0,0.25,0.25,2014,8,22,13,0,0
0,-0.4,0.45,2014,8,22,0,0,0
0,0,0,2014,8,19,3,0,2
0,0,0,2014,8,18,1,0,0
0,0,0,2014,8,16,2,0,0
0,-0.2,0.5,2014,8,15,1,0,0
0,0,0,2014,8,14,1,0,0
0,0,0,2014,8,11,3,0,2
0,0,0,2014,8,4,7,0,0
0,0,0,2014,8,3,1,0,0
0,-0.625,0.6,2014,8,2,1,0,2
0,0,0,2014,7,29,4,0,0
0,-0.158333333,0.7,2014,7,23,6,0,0
0,0.323232323,0.395959596,2014,7,5,18,0,1
0,0,0,2014,7,3,2,0,0
0,0.173333333,0.633333333,2014,6,26,7,0,2
0,-0.25,0.75,2014,6,19,7,0,0
0,-0.35,0.55,2014,6,19,0,0,2
0,0,0,2014,6,18,1,0,0
0,0,0,2014,6,15,3,0,0
0,0,0,2014,6,2,13,0,0
0,0.328571429,0.823214286,2014,3,14,80,0,1
0,-0.2,0.783333333,2014,3,10,4,0,0
0,-0.2,0.8,2014,3,6,4,0,1
0,0.170454545,0.454545455,2014,3,5,1,0,1
0,0,0,2014,3,1,4,0,0
0,0.25,0.2,2014,2,21,8,0,0
0,0.25,0.661111111,2012,11,27,451,0,1
,,,,,,,,
0,-0.8,0.9,2021,4,12,0,0,3
0,0,0,2021,4,12,0,0,1
0,-0.9,1,2021,4,11,1,0,0
0,0,0.3,2021,4,11,0,0,0
0,0,0,2021,4,10,1,0,0
0,0,0,2021,4,8,2,0,1
0,0,0,2021,4,7,1,0,1
0,0,0,2021,4,7,0,0,1
0,-0.8,0.9,2021,4,5,2,1,0
0,-0.1,0.45,2021,3,30,6,0,2
0,0.25,0.5,2021,3,30,0,0,1
0,0,0,2021,3,30,0,0,1
0,0.075,0.575,2021,3,28,2,0,0
0,0.008333333,0.45,2021,3,24,4,0,0
0,-0.2,0.3,2021,3,24,0,0,1
0,0,0,2021,3,23,1,0,0
0,0,0,2021,3,22,1,0,0
0,0,0,2021,3,21,1,0,0
0,0,0,2021,3,20,1,0,1
0,0,0,2021,3,19,1,0,0
0,0,0,2021,3,11,8,0,0
0,0.05,0.5,2021,3,11,0,0,2
0,0,0,2021,3,8,3,0,1
0,-0.8,0.9,2021,3,7,1,0,0
0,-0.241666667,0.425,2021,3,6,1,0,1
0,-0.7125,0.95,2021,3,6,0,0,0
0,0,0,2021,3,5,1,0,1
0,0,0,2021,3,2,3,0,1
0,0,0,2021,2,28,2,0,0
0,0,0,2021,2,26,2,0,1
0,-0.2,0.6,2021,2,26,0,0,1
0,0,0.3,2021,2,26,0,0,3
0,-0.291666667,0.541666667,2021,2,23,3,0,0
0,0,0,2021,2,22,1,0,1
0,0,0,2021,2,20,2,0,0
0,-0.1,0.1,2021,2,20,0,0,0
0,-0.8,0.8,2021,2,17,3,0,0
0,0,0,2021,2,17,0,0,0
0,0,0,2021,2,14,3,0,1
0,0,0,2021,2,13,1,0,1
0,-0.0625,0.8,2021,2,11,2,0,0
0,0,0,2021,2,8,3,0,0
0,0,0,2021,1,26,13,0,1
0,-0.4,0.7,2021,1,24,2,0,1
0,0,0,2021,1,19,5,0,0
0,0,0,2021,1,13,6,0,8
0,0,0,2021,1,6,7,0,1
0,0,0,2021,1,3,3,0,0
0,0.5,0.5,2020,12,31,3,0,0
0,-0.3,0.3,2020,12,27,4,0,1
0,0,0,2020,12,19,8,0,0
0,-0.6,0.8,2020,12,16,3,0,4
0,0.233333333,0.7,2020,12,16,0,0,1
0,0,0,2020,11,29,17,0,0
0,0.1,0.8,2020,11,27,2,0,1
0,-0.123358586,0.624305556,2020,11,26,1,0,3
0,0.2,0.5,2020,11,7,19,0,1
0,0,0,2020,10,24,14,0,0
0,0,0,2020,9,27,27,0,0
0,0.068181818,0.289772727,2020,9,25,2,0,1
0,0.1,0.1,2020,9,24,1,0,0
0,0.1,0.333333333,2020,9,24,0,0,3
0,-0.6,0.8,2020,9,23,1,0,3
0,-0.3,0.5,2020,9,21,2,0,0
0,0,0,2020,9,21,0,0,0
0,-0.2,0.8,2020,9,20,1,0,1
0,0.136363636,0.454545455,2020,9,18,2,0,2
0,0,0,2020,9,18,0,0,0
0,0.5,1,2020,9,18,0,0,2
0,0,0,2020,9,18,0,0,0
0,0,0,2020,9,16,2,0,0
0,0,0.05,2020,9,13,3,0,0
0,0.1,0.4,2020,9,9,4,0,2
0,0.2,0.2,2020,9,9,0,0,0
0,0,0.125,2020,9,5,4,0,1
0,0.166666667,0.566666667,2020,9,1,4,0,4
0,0,0,2020,8,28,4,0,1
0,0,0,2020,8,27,1,0,2
0,0.2,0.2,2020,8,18,9,0,2
0,0,0,2020,8,17,1,0,0
0,0,0,2020,8,16,1,0,0
0,0,0,2020,8,14,2,0,1
0,0,0,2020,8,7,7,0,1
0,0,0,2020,8,6,1,0,1
0,0.25,0.8,2020,8,5,1,0,0
0,0.366666667,0.7,2020,7,28,8,0,1
0,0,0,2020,7,27,1,0,1
0,-0.070833333,0.5625,2020,7,27,0,0,2
0,-0.2,0.6,2020,7,27,0,0,0
0,0,0,2020,7,23,4,0,5
0,0,0,2020,7,22,1,0,0
0,0,0,2020,7,14,8,0,0
0,0,0,2020,6,28,16,0,0
0,0,0,2020,5,19,40,0,1
0,-0.5,1,2020,2,29,80,0,1
0,0.8,1,2020,2,28,1,0,1
0,0,0,2020,2,28,0,0,1
0,0,0,2020,2,27,1,0,0
0,0,0,2020,2,19,8,0,1
0,0,0,2020,2,10,9,0,0
0,0.7,0.6,2020,2,6,4,0,0
0,-0.714285714,0.857142857,2020,2,3,3,0,1
0,-0.433333333,0.475,2020,2,3,0,0,0
0,0.2,0.9,2020,1,26,8,0,1
0,0,0,2020,1,6,20,0,1
0,0.214285714,0.607142857,2020,1,5,1,0,1
0,-0.5,0.8,2019,12,26,10,0,0
0,1,0.3,2019,12,24,2,0,1
0,0.5,0.5,2019,12,19,5,0,1
0,-0.4,0.6,2019,12,8,11,0,1
0,-0.5,1,2019,12,1,7,0,1
0,-0.75,1,2019,11,30,1,0,0
0,-0.4,0.4,2019,11,24,6,0,0
0,0,0,2019,11,12,12,0,0
0,-0.6,0.7,2019,11,10,2,0,0
0,0,0,2019,10,27,14,0,2
0,0,0,2019,10,27,0,0,1
0,-0.5,1,2019,10,24,3,0,1
0,0,0,2019,10,18,6,0,1
0,0,0,2019,10,12,6,0,4
0,-0.25,0.8,2019,10,4,8,0,1
0,0,0,2019,10,3,1,0,0
0,0,0,2019,9,26,7,0,0
0,0,0,2019,9,24,2,0,0
0,0.3,0.5,2019,9,14,10,0,1
0,0.5,0.6,2019,9,10,4,0,1
0,0.325,0.78125,2019,9,9,1,0,1
0,-0.2,0.8,2019,9,9,0,0,0
0,0,0,2019,9,9,0,0,1
0,-0.1875,0.5,2019,9,7,2,0,3
0,-0.4,0.6,2019,8,17,21,0,0
0,-0.2,0.8,2019,8,16,1,0,1
0,0.003125,0.425,2019,8,15,1,0,0
0,0.45,0.9,2019,8,13,2,1,2
0,-0.5,1,2019,8,12,1,0,0
0,0,0,2019,8,10,2,0,0
0,-0.6453125,0.875,2019,8,8,2,0,6
0,-0.270833333,0.5625,2019,8,8,0,0,1
0,0.525,0.666666667,2019,8,6,2,0,3
0,0,0,2019,8,5,1,0,1
0,0.5,0.5,2019,8,5,0,0,2
0,0,0.357142857,2019,8,2,3,0,0
0,0,0.1,2019,7,31,2,0,2
0,0.408333333,0.5,2019,7,30,1,0,0
0,0,0,2019,7,28,2,0,0
0,0,0,2019,7,28,0,0,1
0,0,0.55,2019,7,27,1,0,3
0,-0.6,0.8,2019,7,25,2,0,0
0,0.313616071,0.602678571,2019,7,24,1,0,4
0,0,0,2019,7,24,0,0,0
0,0.25,1,2019,7,23,1,0,0
0,0.1,0.9,2019,7,22,1,0,1
0,-0.6,0.8,2019,7,21,1,0,5
0,-0.1875,0.433333333,2019,7,16,5,0,6
0,0,0,2019,7,9,7,0,0
0,0.1,0.4,2019,7,8,1,0,3
0,0,0.1,2019,7,8,0,0,2
0,0,0,2019,7,8,0,0,0
0,0,0,2019,7,8,0,0,2
0,0,0,2019,7,4,4,0,1
0,0,0,2019,7,4,0,0,1
0,0,0,2019,7,3,1,0,0
0,0,0,2019,7,1,2,0,1
0,0,0,2019,7,1,0,0,0
0,0.6,0.9,2019,6,29,2,0,0
0,-0.107142857,0.717857143,2019,6,28,1,0,0
0,0.7,0.6,2019,6,26,2,0,0
0,0.035555556,0.442777778,2019,6,25,1,0,2
0,0.5,0.5,2019,6,24,1,0,0
0,0,0.3,2019,6,23,1,0,1
0,0.208333333,0.7,2019,6,20,3,0,3
0,0,0,2019,6,16,4,0,3
0,0.266666667,0.6,2019,6,16,0,0,2
0,0,0,2019,6,13,3,0,0
0,0.22,0.505,2019,6,10,3,0,5
0,-0.235714286,0.407142857,2019,6,4,6,0,1
0,0.325,0.9,2019,6,3,1,0,2
0,0,0,2019,6,3,0,0,1
0,-0.01,0.2675,2019,6,1,2,0,2
0,0.1,0.125,2019,6,1,0,0,0
0,-0.8,0.8,2019,5,30,2,0,1
0,-0.095833333,0.370833333,2019,5,22,8,0,0
0,0.136363636,0.454545455,2019,5,22,0,0,2
0,0,0,2019,5,22,0,0,0
0,-0.714285714,0.857142857,2019,5,22,0,0,1
0,0.25,0.25,2019,5,21,1,0,1
0,-0.05,0.4,2019,5,20,1,0,0
0,0,0,2019,5,19,1,0,2
0,0.8,1,2019,5,18,1,0,1
0,0,0,2019,5,17,1,0,0
0,0,0,2019,5,16,1,0,1
0,0.275,0.425,2019,5,12,4,0,2
0,0,0,2019,5,10,2,0,1
0,0.168181818,0.427272727,2019,5,10,0,0,1
0,0.4,0.85,2019,5,9,1,0,0
0,0.5,1,2019,5,8,1,0,1
0,0.5,0.5,2019,5,8,0,0,0
0,-0.233333333,0.494444444,2019,5,7,1,0,2
0,-0.434920635,0.573015873,2019,5,7,0,0,1
0,0.433333333,0.866666667,2019,5,2,5,0,1
0,0.2,0.9,2019,4,28,4,0,0
0,0.081481481,0.462962963,2019,4,26,2,0,2
0,0,0,2019,4,26,0,0,1
0,0,0,2019,4,25,1,0,0
0,0,0,2019,4,21,4,0,1
0,0,0,2019,4,19,2,0,1
0,0.2,0.65,2019,4,17,2,0,2
0,0.6,0.666666667,2019,4,17,0,0,4
0,0,0.066666667,2019,4,15,2,0,0
0,-0.4,0.4,2019,4,15,0,0,0
0,-0.233333333,0.8,2019,4,13,2,0,1
0,0.375,0.75,2019,4,8,5,0,5
0,0,0.05,2019,4,8,0,0,1
0,0,0,2019,4,7,1,0,1
0,0,0,2019,4,5,2,0,0
0,-0.55,0.6,2019,4,5,0,0,1
0,0,0,2019,4,5,0,0,2
0,-0.4,0.6,2019,4,5,0,0,1
0,0,0,2019,4,3,2,0,0
0,-0.166666667,0.461111111,2019,4,2,1,0,1
0,0.242857143,0.367857143,2019,4,2,0,0,0
0,0.8,1,2019,4,1,1,0,2
0,-0.2,0.8,2019,3,31,1,0,1
